OPENADMET_CANONICAL_SMILES,PXR_pEC50,source,dataset,InChI
CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.O=S(=O)(O)O,4.824999999999999,ChEMBL,train,NUBQKPWHXMGDLP-BDEHJDMKSA-N
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,4.5,ChEMBL,train,VWVSBHGCDBMOOT-IIEHVVJPSA-N
COCC(=O)Nc1cc(Sc2ccccc2)ccc1N=C(NC(=O)OC)NC(=O)OC,4.9,ChEMBL,train,HMCCXLBXIJMERM-UHFFFAOYSA-N
CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,6.05,ChEMBL,train,CHNUNORXWHYHNE-UHFFFAOYSA-N
O=c1ccn2c(-c3ccc(F)cc3F)cccc2c1-c1c(F)cccc1F,5.48,ChEMBL,train,FMRNKJBMXLVUBM-UHFFFAOYSA-N
Cc1cc(C(=O)N[C@@H]2CC(C)(C)Oc3nc(-c4ccc(Cl)cc4Cl)c(-c4ccc(Cl)cc4)cc32)n[nH]1,5.3,ChEMBL,train,IDUFEEHNNASCMH-HSZRJFAPSA-N
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl.O=S(=O)(O)c1ccccc1,4.5,ChEMBL,train,ZPBWCRDSRKPIDG-UHFFFAOYSA-N
Oc1c(Cl)cc(Cl)c2cccnc12,4.4,ChEMBL,train,WDFKMLRRRCGAKS-UHFFFAOYSA-N
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,5.5,ChEMBL,train,FAOZLTXFLGPHNG-KNAQIMQKSA-N
CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,5.699999999999999,ChEMBL,train,QTTRZHGPGKRAFB-OOKHYKNYSA-N
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,4.6,ChEMBL,train,ISHXLNHNDMZNMC-VTKCIJPMSA-N
CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1.[Br-],4.95,ChEMBL,train,WBWDWFZTSDZAIG-UHFFFAOYSA-M
CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1.Cl,5.025,ChEMBL,train,ALDJVABCVUVJGI-SRJUEMFDSA-N
C=CCC1(C(C)CCC)C(=O)[N-]C(=S)NC1=O.[Na+],5.19,ChEMBL,train,LYZGJWXNOGIVQA-UHFFFAOYSA-M
CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](c4ccccc4)NC3(C)C)C(=O)N2[C@H]1C(=O)[O-].[K+],5.2,ChEMBL,train,QRSPJBLLJXVPDD-XFAPPKAWSA-M
CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@@H]2C[C@@H](O)[C@@H](O[C@@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@H](O)[C@@H](C)O1,4.8,ChEMBL,train,XDKMHMINQXATOR-RCFLUEAHSA-N
CC(C)=CCC1=C(O)[C@@]2(C(=O)C(C)C)C(=O)[C@](CC=C(C)C)(C[C@H](CC=C(C)C)[C@@]2(C)CCC=C(C)C)C1=O,7.4,ChEMBL,train,IWBJJCOKGLUQIZ-HQKKAZOISA-N
CC[C@@]12CCCN3CCc4c(n(c5ccccc45)C(=O)C1)[C@H]32,4.875,ChEMBL,train,WYJAPUKIYAZSEM-RBUKOAKNSA-N
O=C(NC1CCCC1)c1cc2c(ccc3ccccc32)o1,4.1,ChEMBL,train,VPROQYQBNVRYST-UHFFFAOYSA-N
Nc1ccc(C(=O)Nc2ccccc2N)cc1,4.55,ChEMBL,train,QGMGHALXLXKCBD-UHFFFAOYSA-N
COc1ccccc1Nc1nc(NCCO)nc(N)c1[N+](=O)[O-],4.75,ChEMBL,train,FWHDLLWTESTDBL-UHFFFAOYSA-N
O=C(/C=C\c1cccs1)c1c(O)ccc2ccc(=O)oc12,4.18,ChEMBL,train,YIEQCEHJISSTDA-ALCCZGGFSA-N
O=C(Nc1ccccc1OC(=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1,4.17,ChEMBL,train,KDSBZHUJTOUSRK-UHFFFAOYSA-N
Cc1cccc2cc3c(N)c(C(=O)N4CCOCC4)sc3nc12,4.16,ChEMBL,train,KIOQMKSRJBIIET-UHFFFAOYSA-N
CCOP(=O)(OCC)O/C(=C/Cl)c1ccc(Cl)cc1Cl,5.0,ChEMBL,train,FSAVDKDHPDSCTO-XYOKQWHBSA-N
CCCc1nn(C)c(C(=O)Nc2cccc3ccccc23)c1Cl,4.41,ChEMBL,train,MGWYMWNIFOQFNG-UHFFFAOYSA-N
Cc1nc(N)nc(Nc2ccc(Cl)cc2)c1Br,4.01,ChEMBL,train,WLUWADRUYNDGJO-UHFFFAOYSA-N
CC(C)c1c(CN(C)C(C)Cc2ccccc2)n(C)n(-c2ccccc2)c1=O,5.68,ChEMBL,train,GNUXVOXXWGNPIV-UHFFFAOYSA-N
CCCCc1cc2c(c(NC(C)=O)n1)c(=O)oc1ccccc12,4.05,ChEMBL,train,NRBBJNHUAQLSTQ-UHFFFAOYSA-N
COc1ccc(-c2oc3ccc(N4CCOCC4)cc3c2C#Cc2ccc(N)cc2)cc1,4.02,ChEMBL,train,WKYLXDFSHZFFAL-UHFFFAOYSA-N
O=C(NC(=S)Nc1ccc(F)c(Cl)c1)C1CC1,4.22,ChEMBL,train,NNHBHBHICWBVRN-UHFFFAOYSA-N
CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc1ccc(C)c(O)c1C(=O)[O-])[C@H]1O[C@](CC)([C@H]2CC[C@](O)(CC)[C@H](C)O2)C[C@@H]1C.[Na+],5.0,ChEMBL,train,RDHDUYAKDYQPEW-HWLWSTNVSA-M
Cc1ccc2cc3c(NC(=O)CC(C)C)nn(C)c3nc2c1,4.42,ChEMBL,train,NJAIEVMLMDSPCB-UHFFFAOYSA-N
Cc1ccc2c(c1)c1nc3ccccc3nc1n2C,4.15,ChEMBL,train,CMCFXZHCNYNTKD-UHFFFAOYSA-N
CCCC(=O)Nc1nn(C)c2nc3cc(C)ccc3cc12,4.09,ChEMBL,train,KIWKLFHHVGFZFN-UHFFFAOYSA-N
Br.CN1CCc2cc(Cl)c(O)cc2[C@H]2c3ccccc3CC[C@@H]21,5.2,ChEMBL,train,GAUWIDFICGEZKR-JUOYHRLASA-N
COc1cc2c(cc1NC(=O)Nc1ccc(C)cc1)oc1ccccc12,4.0,ChEMBL,train,NHUFMLBHTYMPIW-UHFFFAOYSA-N
Cn1c(N)c(C(=O)Nc2ccccc2F)sc1=S,4.18,ChEMBL,train,ZAKPCTBIXWLOBB-UHFFFAOYSA-N
N#C/C(=C/c1ccccc1)c1nn(CCO)c(N)c1C#N,4.08,ChEMBL,train,YYMAOMQXVYFXEW-WQLSENKSSA-N
CCCNc1nc(Cl)nc(Nc2ccc(Cl)cc2)n1,4.32,ChEMBL,train,BSPRCSZWHCSQRT-UHFFFAOYSA-N
CC(C)(C)NC(=O)Cn1c(-c2ccccc2)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21,5.74,ChEMBL,train,PFOCNQRWWASAAD-UHFFFAOYSA-N
CC(C)(C)NC(=O)Cn1c(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21,4.97,ChEMBL,train,NQTIGCUCDYLION-UHFFFAOYSA-N
CC(C)(C)NC(=O)Cn1c(-c2ccc(F)cc2F)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21,6.03,ChEMBL,train,RIXMAIPAVTVMOH-UHFFFAOYSA-N
COc1ccccc1-c1cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc2n1CC(=O)NC(C)(C)C,6.13,ChEMBL,train,RKTAORFIYOHFPV-UHFFFAOYSA-N
CC(C)(C)NC(=O)Cn1c(C(C)(C)C)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21,6.24,ChEMBL,train,GEBISPTWUCDYIX-UHFFFAOYSA-N
CC(C)(C)NC(=O)Cn1c(C(=O)NC(C)(C)C)cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21,5.18,ChEMBL,train,DMXXHOVVWMOBRX-UHFFFAOYSA-N
CC(C)(C)NC(=O)C(c1ccccn1)n1ccc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc21,6.22,ChEMBL,train,WBRMXFKTCZLINW-UHFFFAOYSA-N
C[C@H](CCCOS(=O)(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](OS(=O)(=O)[O-])[C@@H](OS(=O)(=O)[O-])C[C@]4(C)[C@H]3CC[C@]12C.[Na+].[Na+].[Na+],5.28,ChEMBL,train,KXKQQYYOVXMHMX-NZGPCSTLSA-K
O=C1/C(=C\c2cccs2)CCC/C1=C/c1cccs1,4.975,ChEMBL,train,KHXBULXCCPIELT-MIMPSMLTSA-N
CCCCCCCCCC(CC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],4.8,ChEMBL,train,HOXWFOVSCUWIEH-UHFFFAOYSA-M
N[C@@H](Cc1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,4.9,ChEMBL,train,HZCBWYNLGPIQRK-LBPRGKRZSA-N
Cn1c(-c2ccc(C(=O)O)cc2Cl)nnc1C1(c2ccc(Cl)cc2)CCC1,4.75,ChEMBL,train,CXEOROMWHNWONF-UHFFFAOYSA-N
Cn1c(-c2ccc(NC(=O)c3cccs3)cc2)nnc1C1(c2ccc(Cl)cc2)CCC1,5.06,ChEMBL,train,VHQQNMOPJCVPFS-UHFFFAOYSA-N
Cn1c(-c2ccc(-c3cnoc3)cc2)nnc1C1(c2ccc(Cl)cc2)CCC1,4.64,ChEMBL,train,JBFDRORHJJBVHA-UHFFFAOYSA-N
Cn1c(-c2ccc(-c3ccsc3)cc2)nnc1C1(c2ccc(Cl)cc2)CCC1,5.52,ChEMBL,train,PUEDNZRROPNXTL-UHFFFAOYSA-N
COc1cc(-c2cccnc2)ccc1-c1nnc(C2(c3ccc(Cl)cc3)CCC2)n1C,5.34,ChEMBL,train,RBGKTPBXYABVOH-UHFFFAOYSA-N
Cn1c(-c2ccc(-c3cnccn3)cc2F)nnc1C1(c2ccc(Cl)cc2)CCC1,5.32,ChEMBL,train,PLKKSSJPSJWGPI-UHFFFAOYSA-N
Cc1c(Cl)cccc1Oc1cccn2c(C3CCCCCC3)nnc12,6.82,ChEMBL,train,IRIKJKKNAULMJL-UHFFFAOYSA-N
Cc1c(Cl)cccc1Oc1cccn2c(C34CCC(CC3)C4)nnc12,6.82,ChEMBL,train,IDIWWKULEMAKJZ-UHFFFAOYSA-N
COC1(c2nnc3c(Oc4cccc(Cl)c4C)cccn23)CCCCCC1,6.82,ChEMBL,train,GNIMESYUUSFCOQ-UHFFFAOYSA-N
COC12CC3CC(C1)CC(c1nnc4c(Oc5cccc(Cl)c5C)cccn14)(C3)C2,6.82,ChEMBL,train,QEBHYWPLCVDWCM-UHFFFAOYSA-N
Cc1c(Cl)cccc1Oc1cccn2c([C@]34CCC(C[C@H]3O)C4(C)C)nnc12,6.82,ChEMBL,train,HDTFLZKXPWINMP-NKEUZDSBSA-N
Cc1c(Cl)cccc1Oc1cccn2c(CC3CC4CCC3C4)nnc12,6.82,ChEMBL,train,JQYYWVQHGKKNJP-UHFFFAOYSA-N
Cc1c(Cl)cccc1Oc1cccn2c(C34CCC(F)(CC3)CC4)nnc12,6.82,ChEMBL,train,HMCOQCLLADVXDN-UHFFFAOYSA-N
COc1ccc(C(C)C)cc1-c1ccc(C(F)(F)F)cc1CN1C(=O)O[C@H](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]1C,5.58,ChEMBL,train,ZLMDMGVNLQHTAU-QMTYFTJSSA-N
COc1cc(F)c(C(C)C)cc1-c1ccc(C(F)(F)F)cc1CN1C(=O)O[C@H](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]1C,5.41,ChEMBL,train,MZZLGJHLQGUVPN-HAWMADMCSA-N
Cc1ccc(N2CC(COc3ccc(-c4noc(C)n4)cc3)C2)nn1,4.5,ChEMBL,train,HCOIQQJHIUTQMB-UHFFFAOYSA-N
CCCOCCN(C(=O)CCl)c1c(CC)cccc1CC,6.31,ChEMBL,train,YLPGTOIOYRQOHV-UHFFFAOYSA-N
CCCCN1CCCC1C(=O)Nc1c(C)cc(C)cc1C,5.23,ChEMBL,train,VEPZOLKTNZOTTQ-UHFFFAOYSA-N
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1OC(F)F,5.4,ChEMBL,train,AZVFIZVKGSPGPK-UHFFFAOYSA-N
CNc1c(C)c2c3c4c1C(=O)C(=C(/C=N/N1CCN(C)CC1)C4=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@H](C)[C@@H](OC)/C=C/O[C@@](C)(O2)C3=O,5.68,ChEMBL,train,QNGWXSBXUMRSEC-YSLUFWIUSA-N
CNc1c(C)c2c3c4c(O)c(/C=N/N5CCN(C)CC5)c(c(O)c14)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@H](C)[C@@H](OC)/C=C/O[C@@](C)(O2)C3=O,5.39,ChEMBL,train,FSUCDGDNFIHRTB-YSLUFWIUSA-N
O=C(N/N=C/c1c[nH]c2ccccc12)C1COc2ccccc2O1,4.19,ChEMBL,train,BEMZLCOGADPGKG-KEBDBYFISA-N
C#CCn1cc(/C=N/NC(=O)COc2cccc3cccnc23)c2ccccc21,4.79,ChEMBL,train,LONDBUMELLWCNR-AFUMVMLFSA-N
COc1cc(/C=N/NC(=O)c2cccc(NC(=O)c3ccccc3)c2)ccc1O,4.12,ChEMBL,train,LOIJGQHADXQMMX-OEAKJJBVSA-N
CCN(/N=C/c1ccc(Cl)cc1)c1cc(=O)n(C)c(=O)[nH]1,4.11,ChEMBL,train,OSHPWVBGYYZDQD-CXUHLZMHSA-N
CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,7.06,ChEMBL,train,BFSMGDJOXZAERB-UHFFFAOYSA-N
COc1ccc(/C=N/Nc2nc3ccccc3[nH]2)cc1OC,4.17,ChEMBL,train,DJKQOEXUDHHMJK-LICLKQGHSA-N
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(=O)c(c5oc6cccc(OCCCCN7CCN(C(=O)Cn8ccnc8)CC7)c6nc-5c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,5.26,ChEMBL,train,JAQLNEWIOJRUDL-MOYKSJOPSA-N
N[C@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1,6.95,ChEMBL,train,QXWYKJLNLSIPIN-JGVFFNPUSA-N
Cc1ccc(/C=C2/C(=O)C3(C)CCC2C3(C)C)cc1,4.5,ChEMBL,train,HEOCBCNFKCOKBX-SDNWHVSQSA-N
Fc1ccc(C(c2ccccc2)(c2ccccc2F)n2ccnc2)cc1,5.21,ChEMBL,train,QHMWCHQXCUNUAK-UHFFFAOYSA-N
CC(C)(C)c1ccc2c(S(=O)(=O)[O-])c(C(C)(C)C)ccc2c1.[Na+],5.05,ChEMBL,train,XYEXKDCAGSHWSD-UHFFFAOYSA-M
C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12.Cl,5.2,ChEMBL,train,VZQARNDJLLWXGL-CCHMMTNSSA-N
CC(C)c1ccc(S(=O)(=O)N2Cc3ccc(C(F)(F)F)nc3Nc3cccc(-c4noc(C(C)(C)O)n4)c32)cc1,5.62,ChEMBL,train,HIXSHJGNHTVZHI-UHFFFAOYSA-N
CC(C)(O)c1nc(-c2cccc3c2N(S(=O)(=O)c2ccc(OC(F)F)cc2)Cc2ccc(C(F)(F)F)nc2N3)no1,5.0,ChEMBL,train,GZDCFEWELSMBGZ-UHFFFAOYSA-N
Cc1ccc2c(c1C)N(S(=O)(=O)c1ccc(C(C)(C)C)cc1)Cc1ccc(C(F)(F)F)nc1N2,6.17,ChEMBL,train,OAIVSBLLDFJYMS-UHFFFAOYSA-N
CC(C)(C)c1ccc(S(=O)(=O)N2Cc3ccc(C(F)(F)F)nc3Nc3cccc(-c4cccnc4)c32)cc1,5.75,ChEMBL,train,KKNAGRBYEXJAHC-UHFFFAOYSA-N
Cn1cc(-c2cccc3c2N(S(=O)(=O)c2ccc(C(C)(C)C)cc2)Cc2ccc(C(F)(F)F)nc2N3)cn1,5.96,ChEMBL,train,RHQUWOJHFDJROP-UHFFFAOYSA-N
CC(C)(C)c1ccc(S(=O)(=O)N2Cc3ccc(C(F)(F)F)nc3Nc3cccc(C4CCNCC4)c32)cc1,5.18,ChEMBL,train,AGKNSWMRWVOKSF-UHFFFAOYSA-N
CC(C)(C)c1ccc(S(=O)(=O)N2Cc3ccc(C(F)(F)F)nc3Nc3cccc(-c4noc(=O)[nH]4)c32)cc1,5.72,ChEMBL,train,OWHAXINQHAYRCT-UHFFFAOYSA-N
CC(C)(C)c1ccc(S(=O)(=O)N2Cc3ccc(C(F)(F)F)nc3Nc3cccc(-c4ncon4)c32)cc1,4.93,ChEMBL,train,HJHALJRMWAGDCO-UHFFFAOYSA-N
CC(C)(C)c1ccc(S(=O)(=O)N2Cc3ccc(C(F)(F)F)nc3Nc3cccc(-c4noc(CO)n4)c32)cc1,5.46,ChEMBL,train,FWWAWJWEAANSPV-UHFFFAOYSA-N
CS(=O)(=O)c1ccc(F)cc1C(=O)N1CCC(N(C2CC2)S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1,6.37,ChEMBL,train,YVSHQGAIDXNKCO-UHFFFAOYSA-N
Cc1ccc(-c2cc(C(=O)N[C@H](C)c3ccc(F)cn3)cc(-c3ncccc3F)c2)nc1,5.22,ChEMBL,train,PMEILICYJRXCEI-MRXNPFEDSA-N
CCN(c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1)S(=O)(=O)c1ccccc1,7.41,ChEMBL,train,IVNRPSKTRKQRGY-UHFFFAOYSA-N
COc1cc2c(cc1OC)C(C(C(=O)N(CCc1ccc(OC)c(OC)c1OC)CCc1ccc(OC)c(OC)c1OC)c1ccccc1)=NCC2.Cl,5.15,ChEMBL,train,UDKSNBMNKLDHNK-UHFFFAOYSA-N
CN1c2ccccc2C(NCCCCCCC(=O)[O-])c2ccc(Cl)cc2S1(=O)=O.[Na+],4.65,ChEMBL,train,ZLBSUOGMZDXYKE-UHFFFAOYSA-M
CC(C)[C@@H](NC(=O)CC(C)(C)O)C(=O)N1CC[C@](O)(c2ccc(Cl)cc2)C(C)(C)C1,5.695,ChEMBL,train,PTNKPLPRPJERNR-XXBNENTESA-N
CC(C)[C@@H](NC(=O)CC1CC1)C(=O)N1CC[C@](O)(c2ccc(Cl)cc2)C(C)(C)C1,6.3,ChEMBL,train,CZEQXLMAKRKHJC-OFNKIYASSA-N
CC(C)[C@@H](NC(=O)[C@@H]1CCC[C@@H]1O)C(=O)N1CC[C@](O)(c2ccc(Cl)cc2)C(C)(C)C1,5.85,ChEMBL,train,BPFQMWZMSDPOCI-ZSTWQFLISA-N
CC(C)[C@@H](NC(=O)[C@@H]1CCC[C@@H]1N)C(=O)N1CC[C@](O)(c2ccc(Cl)cc2)C(C)(C)C1,5.07,ChEMBL,train,NNHDILPNEWHAFE-ZSTWQFLISA-N
CC(C)(C1CCN(C(=O)c2cc(F)ccc2S(C)(=O)=O)CC1)S(=O)(=O)c1cccc(C(F)(F)F)c1,5.6,ChEMBL,train,NLTKWBJFNLWOOZ-UHFFFAOYSA-N
CS(=O)(=O)c1ccc(C#N)cc1C(=O)N1CCC(N(C2CC2)S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1,5.3,ChEMBL,train,UKVXALXNKRQBET-UHFFFAOYSA-N
CS(=O)(=O)c1cc(C#N)ccc1C(=O)N1CCC(N(C2CC2)S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1,5.08,ChEMBL,train,AVZOEQJHSHEAPW-UHFFFAOYSA-N
CS(=O)(=O)c1cc(C(F)(F)F)ccc1C(=O)N1CCC(N(C2CC2)S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1,5.37,ChEMBL,train,AVADRYZARZLOBJ-UHFFFAOYSA-N
CS(=O)(=O)c1ccc(Cl)c(C(=O)N2CCC(N(C3CC3)S(=O)(=O)c3cccc(C(F)(F)F)c3)CC2)c1,5.57,ChEMBL,train,ROIFYGFLGONWGU-UHFFFAOYSA-N
CS(=O)(=O)c1ccc(C(=O)N2CCC(N(C3CC3)S(=O)(=O)c3cccc(C(F)(F)F)c3)CC2)c(F)c1,5.17,ChEMBL,train,LQTYPGGHNGTXPA-UHFFFAOYSA-N
