OPENADMET_CANONICAL_SMILES,PXR_pEC50,source,dataset,InChI
C[C@]1(c2ccc(F)cc2)CN(C(=O)C2CCN(C(=O)C(N)=O)CC2)C[C@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,6.0,ChEMBL,train,CHCJZXNIBIVOCD-SQJMNOBHSA-N
CC[C@]1(c2ccccc2)CN(C(=O)NCc2ccccc2)C[C@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,6.69,ChEMBL,train,FIBSAWBZGJQYNR-AZGAKELHSA-N
C[C@]1(c2ccc(F)cc2)CN(C(=O)C2CCN(S(C)(=O)=O)CC2)C[C@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,6.82,ChEMBL,train,ALFCHQITUJBNBS-LADGPHEKSA-N
C[C@H]1C[C@H](C(=O)O)CC[C@H]1C(=O)N1CC[C@@]2(S(=O)(=O)c3ccccc3)c3cc(F)c(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12,5.04,ChEMBL,train,ZRBKKZYWZRWOFL-GSDLGJSISA-N
NC(=O)[C@@H](c1ccccc1)N(C(=O)c1ccccc1)[C@@H]1CCc2c(F)cc(F)cc21,5.02,ChEMBL,train,DYHUHIAITPIDLZ-FGZHOGPDSA-N
CCC(Nc1nnc(-c2ccc(OC)cc2)o1)[C@H]1CC[C@@H](c2ccnc3ccc(C(F)(F)F)cc32)CC1,5.97,ChEMBL,train,SUDVIJKGHSMHQM-QLCVBSLISA-N
C[C@]1(c2ccc(F)cc2)CN(C(=O)C2CCN(C(N)=O)CC2)C[C@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,5.97,ChEMBL,train,UQQGWBXOULNAGK-XUZZJYLKSA-N
C[C@H](c1cc(F)cc(F)c1)N(C(=O)c1ccccc1N)[C@@H](C(N)=O)c1ccccc1,5.32,ChEMBL,train,ZJVZWZAQXWIKKN-SPLOXXLWSA-N
O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(OCc3ccccc3)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,6.11,ChEMBL,train,QGTKIIILYWEZDX-UHFFFAOYSA-N
COCC(=O)N1CCC(C(=O)N2C[C@@H](c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)[C@@](C)(c3ccc(F)cc3)C2)CC1,5.81,ChEMBL,train,WVOHMJUIXOIMSP-JYFHCDHNSA-N
CC(=O)N1CC(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)C1,5.94,ChEMBL,train,PEHYFVRCRZKMOD-LJAQVGFWSA-N
CCS(=O)(=O)c1ccc(CNC(=O)N2C[C@@H](c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)[C@@](C)(c3ccc(F)cc3)C2)cc1,8.3,ChEMBL,train,IBNDCXHHUIUCTG-AHKZPQOWSA-N
C[C@@]1(c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)CN(C(=O)NCc2ccccc2)C[C@@H]1c1ccccc1,7.22,ChEMBL,train,XBTSCCZZJWSYDU-NOZRDPDXSA-N
O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,6.33,ChEMBL,train,VCGZXUITPFWUPQ-UHFFFAOYSA-N
CCOC(=O)N1C[C@@H](c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)[C@@](C)(c2ccccc2)C1,6.22,ChEMBL,train,XYHMSZPCIZCSPX-AZUAARDMSA-N
C[C@H](c1cc(F)cc(F)c1)N(C(=O)c1ccccc1O)[C@@H](C(N)=O)c1ccccc1,4.92,ChEMBL,train,RJQVGHLPISEKIW-SPLOXXLWSA-N
O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(OCc3ccccc3F)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,6.2,ChEMBL,train,NQUHJTKYAOJHDD-UHFFFAOYSA-N
C[C@]1(c2ccccc2)CN(CC(N)=O)C[C@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,6.56,ChEMBL,train,NANKRNOZMVMNLJ-PKOBYXMFSA-N
COc1ccc(CNC(=O)N2C[C@@H](c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)[C@@](C)(c3ccc(F)cc3)C2)cc1,6.72,ChEMBL,train,ZJWOHCMGUADUFY-AZGAKELHSA-N
N#Cc1ccccc1COC(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCCC2)cc1)(C(F)(F)F)C(F)(F)F,6.52,ChEMBL,train,SXDNMIOVAAUQPF-UHFFFAOYSA-N
COCC(Nc1nnc(-c2ccc(OC)cc2)o1)[C@H]1CC[C@@H](c2ccnc3ccc(F)cc32)CC1,5.52,ChEMBL,train,LIBCGSOYQOBXJL-OXUKXLDXSA-N
O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(Oc3ccccc3)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,6.69,ChEMBL,train,ISZZQXCPQRACKU-UHFFFAOYSA-N
CC(=O)N1CCC(C(=O)N2C[C@H](c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)[C@](C)(c3ccccc3)C2)CC1,5.9,ChEMBL,train,YXYVNJXYQMACDG-NOZRDPDXSA-N
O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(OCc3ccccc3OC(F)(F)F)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,5.89,ChEMBL,train,LKEFVRSHLPQXBX-UHFFFAOYSA-N
COc1ccc(C2CNC(=O)OC2(C)C)cc1-c1ccc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12,5.7,ChEMBL,train,FQINKRRHMSXCFE-LKBSSSLOSA-N
O=C(O)C1(C[C@H]2CN(S(=O)(=O)c3cccc(C(F)(F)F)c3)c3cc(-c4cc(F)ccc4F)ccc3O2)COC1,4.75,ChEMBL,train,FXFWGSLBMSXPGZ-SFHVURJKSA-N
COc1ccc(CO)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,6.09,ChEMBL,train,ZQZWWLVPMSHJFT-UHFFFAOYSA-N
COc1cc(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)c(OC)cc1C(C)C,6.05,ChEMBL,train,FXJUPHJKNJRARY-UHFFFAOYSA-N
COc1ccc(C(N)=O)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,5.61,ChEMBL,train,NANZUJJGBSAWIF-UHFFFAOYSA-N
COc1ccc(Cl)cc1-c1nc(C)c(S(=O)(=O)c2ccc(C(C)(C)C)cc2)n1C,5.92,ChEMBL,train,VGUPCSUIDCCDNR-UHFFFAOYSA-N
COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C)cc3)c2C)c1,5.68,ChEMBL,train,DXYRRGYZBRAKFU-UHFFFAOYSA-N
CC[C@@H](NC(=O)c1ccc(OC)nc1)[C@H]1CC[C@@H](c2ccnc(OC)c2C(F)F)CC1,5.72,ChEMBL,train,VUXXMKIAYMJEHC-RVKKMQEKSA-N
COc1ccc(OC)c(-c2nc(C)c(S(=O)(=O)c3ccc(C(C)(C)C)cc3)n2C)c1,5.92,ChEMBL,train,ITWHJOFOMZLYFK-UHFFFAOYSA-N
COc1cc(Br)c(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,5.89,ChEMBL,train,SDMHZCAFBFMNOP-UHFFFAOYSA-N
C/C(=C\c1ccc2c(c1)N(S(=O)(=O)c1cccc(OC(F)F)c1)C[C@H](CCC(=O)O)O2)c1c(F)cccc1Cl,5.04,ChEMBL,train,XAXBTANDFXVVTI-BAILOTOSSA-N
COc1cc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)cc1C,6.305,ChEMBL,train,HXRSXIPYPZGCEK-UHFFFAOYSA-N
COc1cc(C(C)=O)c(Cl)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,6.58,ChEMBL,train,IATNWTNALCFDJK-UHFFFAOYSA-N
COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C#N)c1,6.58,ChEMBL,train,YDNGCXVICLTJOO-UHFFFAOYSA-N
COc1ccc(C)cc1-c1nc(C)c(S(=O)(=O)c2ccc(C(C)(C)C)cc2)n1C,6.0,ChEMBL,train,BQNRGXYILVEUPJ-UHFFFAOYSA-N
COc1ccc(Cl)cc1-n1cc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)nn1,6.11,ChEMBL,train,BWMZWTSNHQZTLZ-UHFFFAOYSA-N
CCc1cc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)cc1Cl,6.16,ChEMBL,train,WVHMJUCJBUJMLH-UHFFFAOYSA-N
COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2N)c1,6.37,ChEMBL,train,OIVIUWLZJLMQOZ-UHFFFAOYSA-N
COc1ccc(Cl)cc1-c1ncc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)[nH]1,6.44,ChEMBL,train,YISUIHNSTXREED-UHFFFAOYSA-N
COc1cc(C(C)C)c(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,6.08,ChEMBL,train,DBSRTQWUAJYMBG-UHFFFAOYSA-N
COc1ccc(OC)c(-c2ncc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)[nH]2)c1,6.16,ChEMBL,train,YPLRLUDZZUOMEB-UHFFFAOYSA-N
COc1ccc(OC)c(-n2nnc(S(=O)(=O)Cc3ccccc3)c2C)c1,5.47,ChEMBL,train,ICMZCUBBWCVCEH-UHFFFAOYSA-N
COc1cc(C#N)c(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,5.8,ChEMBL,train,HSUZXMWZIRSORF-UHFFFAOYSA-N
COC(=O)c1cc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)cc1Cl,5.72,ChEMBL,train,FXPDOXDYGICTQN-UHFFFAOYSA-N
COc1ccc(OC)c(-n2cc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)nn2)c1,5.85,ChEMBL,train,VWCXVQVIPLQGCY-UHFFFAOYSA-N
COc1cc(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)c(OC)cc1C(C)=O,6.3,ChEMBL,train,XHLJEMVRHTUUBB-UHFFFAOYSA-N
COc1ccc(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C#N,6.8,ChEMBL,train,QVQNTTJRHZUHHX-UHFFFAOYSA-N
O=C(O)C1(C[C@H]2CN(S(=O)(=O)c3cccc(C(F)(F)F)c3)c3cc(-c4cc(F)cc(OC(F)F)c4)ccc3O2)COC1,5.26,ChEMBL,train,CQEKGPURZXNJRM-FQEVSTJZSA-N
COc1cc(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)c(OC)cc1Br,6.22,ChEMBL,train,ACHYQRJTXWSXNR-UHFFFAOYSA-N
Cc1ccc(-c2nc(CCc3ccccc3)c(-c3cccc(F)c3O)nc2C)s1,5.5,ChEMBL,train,YCTSZTFLLOJXER-UHFFFAOYSA-N
COc1ccc([C@H]2CCC(=O)N[C@@H]2C)cc1-c1ccc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12,6.52,ChEMBL,train,RJAXAOZBMJAVJN-WLCDSKTPSA-N
CCCC[C@H](NC(=O)Cc1c[nH]c2ccc(OC)cc12)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,5.6,ChEMBL,train,VVNODFNJOACYSH-VWLOTQADSA-N
COc1ccc([C@H](C)O)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,6.19,ChEMBL,train,UNSUWAXGWVJBJU-HNNXBMFYSA-N
COC(=O)c1cc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)cc1C,5.8,ChEMBL,train,CAAQQLAZKZBPMH-UHFFFAOYSA-N
COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(O)cc3)c2C)c1,4.66,ChEMBL,train,SERHTPMJGAUCNN-UHFFFAOYSA-N
COc1ccc(C)cc1-n1cc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)nn1,6.22,ChEMBL,train,NOBJPNQIXTZNJE-UHFFFAOYSA-N
COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(Cl)cc3)c2C)c1,5.64,ChEMBL,train,BQHAWTCAMGGGMD-UHFFFAOYSA-N
Cc1ccc(-c2c(C)nc(-c3cccc(F)c3O)n(CCc3ccccc3)c2=O)s1,5.6,ChEMBL,train,FOSZTBOMAKNEAC-UHFFFAOYSA-N
COc1cc(C(C)=O)c(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,6.4,ChEMBL,train,RTPVFHLNGWTLNH-UHFFFAOYSA-N
CCc1cc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)cc1C,6.05,ChEMBL,train,NSZYZBKBHITSPM-UHFFFAOYSA-N
Cc1nc(-c2cccc(F)c2O)n(CCc2ccccc2)c(=O)c1-c1ccc(-c2ccccc2)s1,5.1,ChEMBL,train,TUXVJNGWRQKZGH-UHFFFAOYSA-N
COc1ccc(OC)c(-c2nc(C)c(S(=O)(=O)c3ccc(C(C)(C)C)cc3)[nH]2)c1,5.22,ChEMBL,train,OWXOLWIOYFIMBU-UHFFFAOYSA-N
COc1cc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)cc1Cl,6.6,ChEMBL,train,ASLADTXOLVSOER-UHFFFAOYSA-N
COc1ccc(C(C)(C)C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,6.42,ChEMBL,train,ZRUHYAODNUVADW-UHFFFAOYSA-N
CCCC[C@H](NC(=O)[C@H](C)c1c(C)[nH]c2ccc(O)cc12)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,5.72,ChEMBL,train,CZYALTGXIQQGCT-NSYGIPOTSA-N
COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccccc3)c2C)c1,5.6,ChEMBL,train,ZWGOBADKIHKJTG-UHFFFAOYSA-N
COc1ccc([C@@H](C)O)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,6.36,ChEMBL,train,UNSUWAXGWVJBJU-OAHLLOKOSA-N
COc1cc(C(C)C)c(Cl)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,5.75,ChEMBL,train,XIQSNHAMCMTORV-UHFFFAOYSA-N
COc1ccc(Cl)cc1-c1nc(C)c(S(=O)(=O)c2ccc(C(C)(C)C)cc2)[nH]1,6.3,ChEMBL,train,OJRNEIVXJKJKOX-UHFFFAOYSA-N
COc1cc(C)c(Cl)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,6.0,ChEMBL,train,CUJAJPVZEWNBML-UHFFFAOYSA-N
Cc1nc(-c2cccc(F)c2O)n(CCc2ccccc2)c(=O)c1Cc1ccccc1,6.0,ChEMBL,train,BFDADFMMNADXMI-UHFFFAOYSA-N
C/C(=C\c1ccc2c(c1)N(S(=O)(=O)c1cccc(C(F)(F)F)c1)C[C@H](CCC(=O)O)O2)c1ccccc1C,5.3,ChEMBL,train,VQGMDZNZLVXCRY-SLTDHEAWSA-N
COc1ccc(C)cc1-c1nc(C)c(S(=O)(=O)c2ccc(C(C)(C)C)cc2)[nH]1,5.75,ChEMBL,train,NLQQVCNZVHZKAD-UHFFFAOYSA-N
COC(=O)c1cc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)cc1OC,5.47,ChEMBL,train,XCWZEYZBAGSOOH-UHFFFAOYSA-N
COc1ccc([C@H]2OC(=O)N[C@@H]2C)cc1-c1ccc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12,4.89,ChEMBL,train,ZJOAKCGQYZEHJL-AKZCCGJFSA-N
COc1ccc(F)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,6.62,ChEMBL,train,SCYBRAYPNJDWEW-UHFFFAOYSA-N
COc1cc(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)c(OC)cc1F,6.0,ChEMBL,train,FADZTFWMZOQMAW-UHFFFAOYSA-N
O=C(O)C1(C[C@H]2CN(S(=O)(=O)c3cccc(C(F)(F)F)c3)c3cc(-c4cc(F)cc(OC(F)F)c4)ccc3O2)CCOCC1,4.89,ChEMBL,train,NGAAUAGLUAYHLE-QFIPXVFZSA-N
COc1cc(Br)c(Cl)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,6.22,ChEMBL,train,ZUVWYBHOMFFIDT-UHFFFAOYSA-N
COc1cc(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)c(OC)cc1Cl,6.22,ChEMBL,train,CNFBLHDMTWBWDE-UHFFFAOYSA-N
COc1cc(Cl)c(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,6.1,ChEMBL,train,SYYMUHFQKVKZDV-UHFFFAOYSA-N
COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(N)cc3)c2C)c1,5.16,ChEMBL,train,BDHJMTYEOPCPKG-UHFFFAOYSA-N
COc1ccc(Cl)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C(C)=O,6.7,ChEMBL,train,LJRDEIDZVNCYAA-UHFFFAOYSA-N
COc1ccc(Cl)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1N,6.96,ChEMBL,train,JKDLCYSLZMUDPS-UHFFFAOYSA-N
COc1ccccc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,6.1,ChEMBL,train,NMYJDIHSRSZBDZ-UHFFFAOYSA-N
Cc1nc(-c2cccc(F)c2O)n(CCc2ccccc2)c(=O)c1-c1ccc(CO)s1,4.89,ChEMBL,train,IKHPDBNPSSKDDD-UHFFFAOYSA-N
CCCC[C@H](NC(=O)[C@H](C)c1c(C)[nH]c2ccc(OC)cc12)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,5.54,ChEMBL,train,YVQXATPGALYVDI-DWXRJYCRSA-N
COc1ccc(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C(C)=O,6.3,ChEMBL,train,CTVXHVUEIOOGDK-UHFFFAOYSA-N
COc1cc(C#N)c(Cl)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,6.0,ChEMBL,train,SJFBLVUEGQWIIO-UHFFFAOYSA-N
COc1cc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)cc1OC,5.98,ChEMBL,train,KUWFOILULGFGAF-UHFFFAOYSA-N
C/C(=C\c1ccc2c(c1)N(S(=O)(=O)c1ccc(F)c(C3CC3)c1)C[C@H](CCC(=O)O)O2)c1c(F)cccc1Cl,5.17,ChEMBL,train,GWWYZVGKIYDKCQ-NXNYUAIASA-N
COc1ccc(C)cc1-c1ncc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)[nH]1,6.16,ChEMBL,train,GTMOGLDGMYWKBV-UHFFFAOYSA-N
COc1ccc(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1N,6.8,ChEMBL,train,PIUANHUFEHCJIG-UHFFFAOYSA-N
Cc1nc(-c2cccc(F)c2O)n(CCc2ccccc2)c(=O)c1-c1ccc(-c2ccccn2)s1,5.3,ChEMBL,train,ZXXPGEIURRRWLM-UHFFFAOYSA-N
CCCC[C@H](NC(=O)Cc1c[nH]c2ccccc12)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,5.36,ChEMBL,train,VNLUEMMOFCPORO-DEOSSOPVSA-N
COc1ccc(C)cc1-c1ncc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)n1C,6.0,ChEMBL,train,VXCKGIIQUBJXHQ-UHFFFAOYSA-N
C/C(=C\c1ccc2c(c1)N(S(=O)(=O)c1ccc(F)c(C(F)(F)F)c1)C[C@H](CCC(=O)O)O2)c1c(F)cccc1Cl,5.22,ChEMBL,train,VIQZVODLWNDRBM-JMPLCFMRSA-N
CCc1cc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)cc1OC,6.1,ChEMBL,train,ZJKGVLVEIMGMIE-UHFFFAOYSA-N
CC(C)c1cc(-c2ccc(C(F)(F)F)cc2CN2C(=O)O[C@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@H]2C)c(Cl)cc1F,5.12,ChEMBL,train,RIYNILFKRCWZEO-SXBQZSJRSA-N
COc1cc(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)c(OC)cc1C,6.22,ChEMBL,train,UWVFTNIGIINRMA-UHFFFAOYSA-N
COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C(C)=O)c1,5.72,ChEMBL,train,MTYFTMGELMJBAZ-UHFFFAOYSA-N
COc1ccc(Cl)cc1-c1ncc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)n1C,5.92,ChEMBL,train,QFORCMNTWWLBOW-UHFFFAOYSA-N
COc1ccc(S(=O)(=O)c2nnn(-c3cc(OC)ccc3OC)c2C)cc1,5.78,ChEMBL,train,KNSCGQXSALZQIG-UHFFFAOYSA-N
