OPENADMET_CANONICAL_SMILES,PXR_pEC50,source,dataset,InChI
COc1ccc(Cl)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C#N,7.1,ChEMBL,train,HJLVPAJNINYELC-UHFFFAOYSA-N
COc1cc(C)c(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,6.16,ChEMBL,train,MAGWKSLCLGTVDQ-UHFFFAOYSA-N
COc1ccc(OC)c(-c2ncc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)n2C)c1,5.4,ChEMBL,train,YMBFKDRMKPVFMS-UHFFFAOYSA-N
COc1cc(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)c(OC)cc1C#N,5.96,ChEMBL,train,MZPIGIZRUYSBGI-UHFFFAOYSA-N
CC(C)(C)c1nc(C23CCC(CN(C(=O)C45CC(F)(C4)C5)c4cccc(-c5nc(C6CC6)no5)c4)(CC2)CC3)no1,4.3,ChEMBL,train,KMWDADSUZQXCTH-UHFFFAOYSA-N
CC(C)(C)c1noc(C23CCC(CN(C(=O)C45CC(F)(C4)C5)c4cccc(-c5nc(C6CC6)no5)c4)(CC2)CC3)n1,4.3,ChEMBL,train,OQHUMCVYLJQAPZ-UHFFFAOYSA-N
CCOc1ncc(-c2cccc(N(CC34CCC(c5noc(C(C)(C)C)n5)(CC3)CC4)C(=O)[C@H]3C[C@@](C)(O)C3)c2)cn1,5.82,ChEMBL,train,VCCXEPWMFOKGSQ-BVLBHDCQSA-N
Nc1nccc(-c2sc(C3COCCN3)nc2-c2cc(Cl)cc(NS(=O)(=O)c3cc(F)ccc3F)c2F)n1,5.64,ChEMBL,train,OZNNKHBCZMWGHG-UHFFFAOYSA-N
CCOc1ncc(-c2cccc(N(CC34CCC(c5noc(C(C)(C)C)n5)(CC3)CC4)C(=O)C34CC(F)(C3)C4)c2)cn1,4.3,ChEMBL,train,JAZJGEUAGPSTRV-UHFFFAOYSA-N
CCOc1ncc(-c2cccc(N(CC34CCC(c5noc(C(C)(C)C)n5)(CC3)CC4)C(=O)[C@H]3C[C@](O)(C(F)(F)F)C3)c2)cn1,4.3,ChEMBL,train,YBZCVYGFJKBCMH-WYNLMZEZSA-N
O=C(N(CC12CCC(c3nc(C4CC4)no3)(CC1)CC2)c1cccc(-c2nc(C3CC3)no2)c1)C12CC(F)(C1)C2,6.0,ChEMBL,train,KBCDUZMEWHIYNA-UHFFFAOYSA-N
CCOc1ccc(-c2cccc(N(CC34CCC(c5noc(C(C)(C)C)n5)(CC3)CC4)C(=O)C34CC(F)(C3)C4)c2)cn1,4.3,ChEMBL,train,LZAAIKZDZIQENI-UHFFFAOYSA-N
CC(C)(O)c1ccc(-c2cccc(N(CC34CCC(c5noc(C(C)(C)F)n5)(CC3)CC4)C(=O)[C@H]3C[C@](O)(C(F)(F)F)C3)c2)cc1,4.3,ChEMBL,train,AEMZJBZKICOPPC-RNMMDBENSA-N
Nc1nccc(-c2sc(C3CCN(C4CC4)CC3)nc2-c2cccc(NS(=O)(=O)c3cc(F)ccc3F)c2F)n1,5.21,ChEMBL,train,GQNWRWISEOKRCC-UHFFFAOYSA-N
O=C(C1CCC(F)(F)CC1)N(CC12CCC(c3nc(C4CC4)no3)(CC1)CC2)c1cccc(-c2nc(C3CC3)no2)c1,5.1,ChEMBL,train,SZMLNRVSTUBLHZ-UHFFFAOYSA-N
Nc1nccc(-c2sc(C3COCCN3)nc2-c2cccc(NS(=O)(=O)c3cc(F)ccc3F)c2F)n1,4.94,ChEMBL,train,SQCVSCOLOVRLEJ-UHFFFAOYSA-N
O=C(C1CCCCC1)N(CC12CCC(c3nc(C4CC4)no3)(CC1)CC2)c1cccc(-c2nc(C3CC3)no2)c1,5.22,ChEMBL,train,LCXAXLLXBJPQFP-UHFFFAOYSA-N
Nc1nccc(-c2sc(C3CCCN3)nc2-c2cccc(NS(=O)(=O)c3cc(F)ccc3F)c2F)n1,5.01,ChEMBL,train,YFTCMSQTEOCRBN-UHFFFAOYSA-N
CCOc1ncc(-c2cccc(N(CC34CCC(c5noc(C(F)F)n5)(CC3)CC4)C(=O)C34CC(F)(C3)C4)c2)cn1,5.7,ChEMBL,train,PYINNISTIKTCGH-UHFFFAOYSA-N
CC(C)(C)c1nc(C23CCC(CN(C(=O)C45CC(F)(C4)C5)c4cccc(-c5nnc(C6CC6)o5)c4)(CC2)CC3)no1,5.22,ChEMBL,train,XUWUKXRBHHAXLU-UHFFFAOYSA-N
O=C(C1CC(F)(F)C1)N(CC12CCC(c3nc(C4CC4)no3)(CC1)CC2)c1cccc(-c2nc(C3CC3)no2)c1,6.0,ChEMBL,train,VPTBPTRJTATCBB-UHFFFAOYSA-N
CNC(=O)c1csc(C(=O)c2c[nH]c3ccccc23)n1,4.92,ChEMBL,train,GOVAEEIQDCTMOG-UHFFFAOYSA-N
O=C(C1CCOCC1)N(CC12CCC(c3nc(C4CC4)no3)(CC1)CC2)c1cccc(-c2nc(C3CC3)no2)c1,5.7,ChEMBL,train,VOXSAHXZYHFEFQ-UHFFFAOYSA-N
Nc1nccc(-c2sc(C3CCCCN3)nc2-c2cccc(NS(=O)(=O)c3cc(F)ccc3F)c2F)n1,5.29,ChEMBL,train,WMXXTMFNQQZVTB-UHFFFAOYSA-N
CC(C)(O)c1ccc(-c2cccc(N(CC34CCC(c5noc(C(C)(C)F)n5)(CC3)CC4)C(=O)[C@H]3C[C@@](C)(O)C3)c2)cc1,4.3,ChEMBL,train,MYKBYRIJFGEXHC-BYXIYGGRSA-N
CC(C)(C)c1nc(-c2cc(Cl)cc(NS(=O)(=O)c3cc(F)ccc3F)c2F)c(-c2ccnc(N)n2)s1,7.09,ChEMBL,train,XSCPRDRGAAQQDB-UHFFFAOYSA-N
O=C(C1CCS(=O)(=O)CC1)N(CC12CCC(c3nc(C4CC4)no3)(CC1)CC2)c1cccc(-c2nc(C3CC3)no2)c1,5.4,ChEMBL,train,ARAGAGXUWLVCPT-UHFFFAOYSA-N
CN1CCC(C(=O)N(CC23CCC(c4nc(C5CC5)no4)(CC2)CC3)c2cccc(-c3nc(C4CC4)no3)c2)CC1,4.3,ChEMBL,train,KUTWRPJPBIBXQX-UHFFFAOYSA-N
CC(=O)Nc1nccc(-c2sc(C3CCN(C4CC4)CC3)nc2-c2cccc(NS(=O)(=O)c3cc(F)ccc3F)c2F)n1,4.97,ChEMBL,train,WANXHJHRCVVESE-UHFFFAOYSA-N
Cc1ccc(NC(=O)Nc2cc(-c3ccccc3-c3nn[nH]n3)cc3c2OCCCC3c2ccccc2)cc1,5.05,ChEMBL,train,MIJWCIIAFVQEQD-UHFFFAOYSA-N
CCCC(CCC)Oc1ccc(-c2ccccc2-c2nn[nH]n2)cc1NC(=O)Nc1ccc(C)cc1,6.0,ChEMBL,train,GWYRYMVYQSUKAK-UHFFFAOYSA-N
CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2ccccc2)c1C,5.62,ChEMBL,train,GHSZLYYVZBYLMZ-UHFFFAOYSA-N
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3NC(=O)OC(C)(C)C)c2C)c1,6.82,ChEMBL,train,CUNUZLYVMVYOSX-UHFFFAOYSA-N
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3N)c2C)c1,6.05,ChEMBL,train,NWDIEYIGZGXXJY-UHFFFAOYSA-N
CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)cc(OC)c2)c1C,5.55,ChEMBL,train,YDTNPHOPUDFLPG-UHFFFAOYSA-N
CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cccnc2)c1C,5.37,ChEMBL,train,SWHPJXQYRIMRHY-UHFFFAOYSA-N
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cccc(C)c3)c2C)c1,5.46,ChEMBL,train,ZWJFGYPFDPOOPW-UHFFFAOYSA-N
O=C1OC[C@@H]2[C@H](CO1)[C@@]1(Cl)C(Cl)=C(Cl)[C@]2(Cl)C1(Cl)Cl,5.15,ChEMBL,train,PCQPCWBRPMEHIT-MYHJAMFRSA-N
Cc1ccc(NC(=O)Nc2cc(-c3ccccc3-c3nn[nH]n3)cc3c2OCC=CC3c2ccccc2)cc1,4.11,ChEMBL,train,ROPDQICAVLKEAY-UHFFFAOYSA-N
CC(C)CN(CC(C)C)c1ccc(-c2ccccc2C(=O)O)cc1NC(=O)Nc1ccccc1F,5.68,ChEMBL,train,IKFPLKUIOWUYKE-UHFFFAOYSA-N
COc1ccc(OC)c(-n2nnc(C(=O)Nc3ccc(N)c(C(C)(C)C)c3)c2C)c1,6.55,ChEMBL,train,YTYIWKKYCBZPPC-UHFFFAOYSA-N
Cc1ccc(NC(=O)Nc2cc(-c3ccccc3-c3nc(=O)[nH]o3)cc3c2OCCCC3c2ccccc2)cc1,5.32,ChEMBL,train,SQJLSONUOZSTDQ-UHFFFAOYSA-N
CCC[C@@H](C)Oc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(C)ccc2OC)c1C,8.09,ChEMBL,train,UOXKTTLWMUQDFC-GOSISDBHSA-N
COc1ccc(OC)c(-n2nnc(C(=O)Nc3ccc(NC(C)=O)c(C(C)(C)C)c3)c2C)c1,5.7,ChEMBL,train,WXTYBYNTGUMSBE-UHFFFAOYSA-N
COc1ccc(OC)c(-n2nnc(C(=O)Nc3nc4ccccc4n3C)c2C)c1,4.99,ChEMBL,train,YLRAUTHJSAWTEM-UHFFFAOYSA-N
CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2ccc(OC)cc2OC)c1C,5.39,ChEMBL,train,GPLSAXQRPXHNOC-UHFFFAOYSA-N
COc1ccc(OC)c(-n2nnc(C(=O)Nc3ccc(N(C)C)c(C(C)(C)C)c3)c2C)c1,6.24,ChEMBL,train,AGTWASKRGYRVIJ-UHFFFAOYSA-N
COc1ccc(OC)c(-n2nnc(C(=O)Nc3ccccc3)c2C)c1,4.6,ChEMBL,train,JVVHYNAMDZBBNP-UHFFFAOYSA-N
CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cccc(OC)c2OC)c1C,6.0,ChEMBL,train,JYGKDQDWJBURDR-UHFFFAOYSA-N
CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2F)c1C,5.83,ChEMBL,train,HXCQRBYBMJDEAM-UHFFFAOYSA-N
C=CC1(C=C)Oc2c(NC(=O)Nc3ccc(C)cc3)cc(-c3ccccc3-c3nn[nH]n3)cc2[C@@H]1c1ccccc1,5.15,ChEMBL,train,ZHVHMEOMIDRYBQ-LJAQVGFWSA-N
CNc1ccc(NC(=O)c2nnn(-c3cc(OC)ccc3OC)c2C)cc1C(C)(C)C,6.52,ChEMBL,train,DGNSIKFPHNMBML-UHFFFAOYSA-N
CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2ccccc2OC)c1C,6.32,ChEMBL,train,BFEGOGQVNYZSMN-UHFFFAOYSA-N
Cc1ccc(NC(=O)Nc2cc(-c3ccccc3-c3nn[nH]n3)cc3c2O[C@@H](C)C/C=C\[C@H]3c2ccccc2)cc1,4.96,ChEMBL,train,QASNVFRJXGIQNZ-JKZIFQNUSA-N
COc1ccc(OC)c(-n2nnc(C(=O)Nc3ccccc3C(C)(C)C)c2C)c1,6.13,ChEMBL,train,VTTAHBDGCKLNOT-UHFFFAOYSA-N
COc1ccc(-c2ccc(Oc3ccccc3C(C)(C)C)c(NC(=O)Nc3ccccc3F)c2)cc1C(=O)O,5.25,ChEMBL,train,XAJOXNWLUKPUDW-UHFFFAOYSA-N
CC1=CC[C@@]2(C)CC[C@@](O)(C(C)C)[C@@H]2C(OC(=O)c2ccc(O)cc2)C1,4.89,ChEMBL,train,CYSHNJQMYORNJI-LMSKBGPXSA-N
ClC1=C(Cl)[C@]2(Cl)[C@H]3C[C@H](Cl)[C@H](Cl)[C@H]3[C@@]1(Cl)C2(Cl)Cl,4.82,ChEMBL,train,BIWJNBZANLAXMG-IQEDOFJGSA-N
CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2ccc(OC)c(OC)c2)c1C,5.36,ChEMBL,train,JLJYZIRBDLYWKO-UHFFFAOYSA-N
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3NC(C)=O)c2C)c1,6.0,ChEMBL,train,XPJKGNXBYQYNHY-UHFFFAOYSA-N
C=C[C@H]1Oc2c(NC(=O)Nc3ccc(C)cc3)cc(-c3ccccc3-c3nn[nH]n3)cc2[C@@H]1c1ccccc1,4.96,ChEMBL,train,APKOMUKVJQRPHO-IZLXSDGUSA-N
CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cc(OC)ccc2C)c1C,5.78,ChEMBL,train,DEIQMHQKNKSDSU-UHFFFAOYSA-N
Cc1ccc(NC(=O)Nc2cc(-c3ccccc3-c3nn[nH]n3)ccc2OC(C(C)C)C(C)C)cc1,5.92,ChEMBL,train,CAKPSXBSEIXTPN-UHFFFAOYSA-N
CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2c(OC)cccc2OC)c1C,6.62,ChEMBL,train,NICLOWVEPUBBIS-UHFFFAOYSA-N
Cc1ccc(NC(=O)Nc2cc(-c3ccccc3-c3nn[nH]n3)cc3c2OC(C)(C)[C@H]3c2ccccc2)cc1,4.82,ChEMBL,train,VJVHZGPGBNUIKD-MHZLTWQESA-N
CN1CCC[C@H](N(c2cc(C#CC(C)(C)C)sc2C(=O)O)C(=O)[C@H]2CC[C@H](C)CC2)C1=O,4.76,ChEMBL,train,MGEVBIDQMYTWFL-LNLFQRSKSA-N
CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2ccc3c(c2)OCO3)c1C,5.34,ChEMBL,train,MWEQXZQIWDSMRM-UHFFFAOYSA-N
CN1CCC[C@@H](N(c2cc(C#CC(C)(C)C)sc2C(=O)O)C(=O)[C@H]2CC[C@H](C)CC2)C1=O,4.69,ChEMBL,train,MGEVBIDQMYTWFL-ZHALLVOQSA-N
CCCCOc1ccc(C(C)(C)C)cc1NC(=O)c1nnn(-c2cccc(OC)c2)c1C,5.43,ChEMBL,train,HDUVFYFMIQLUOB-UHFFFAOYSA-N
Cc1nnc(-c2ccc(-c3c(F)cc(F)c4c3C(=O)N([C@H](C3CC3)C(C)(C)O)C4)cc2)o1,5.34,ChEMBL,train,CJTHFXREMNVLPK-OAQYLSRUSA-N
NC(=O)c1cc(N2CCOCC2)c2ccc(CN3C(=O)CCC3=O)cc2n1,5.55,ChEMBL,train,QUWBKKVYIMWSRP-UHFFFAOYSA-N
Cc1nnc(-c2ccc(-c3c(F)ccc4c3C(=O)N([C@@H](C(C)(C)O)C(F)(F)F)C4)cc2)o1,4.96,ChEMBL,train,NKIBPHZMQISMHY-FQEVSTJZSA-N
Cc1ccc(C2=C(n3cnnn3)C(=O)N[C@@](c3ccc(OCCCC(F)(F)F)cc3)(C(F)(F)F)C2)cc1,6.22,ChEMBL,train,CNEYUUGREJABII-QFIPXVFZSA-N
CN(C)C(=O)C(C)(C)c1ccc2c(-c3ccc(F)cc3)cc(C(N)=O)nc2c1,5.46,ChEMBL,train,LHDAQCXAFSYLBX-UHFFFAOYSA-N
COCc1cc(Cn2cc(-c3c(-c4ccc(Cl)cc4)nc4ccccn34)nn2)ccc1Cl,5.36,ChEMBL,train,CAPHSHOCGMQMCA-UHFFFAOYSA-N
Clc1ccc(-c2nc3ccccn3c2-c2cccn2Cc2ccc(Cl)c(Cl)c2)cc1,5.05,ChEMBL,train,PTDIKUYYVZZQMP-UHFFFAOYSA-N
Cc1nnc(-c2ccc(-c3cccc4c3C(=O)N([C@H](C3CC3)C(C)(C)O)C4)cc2)o1,4.54,ChEMBL,train,OCGPMALGLNABTO-OAQYLSRUSA-N
Cn1ccc(CCc2ccc3c(-c4ccc(F)cc4)cc(C(N)=O)nc3c2)n1,5.04,ChEMBL,train,YROYKZOEGVJULT-UHFFFAOYSA-N
C[C@H]1CCCN1c1cc(-c2ccccc2O)nnc1N,6.07,ChEMBL,train,CMJYPZQQLQOFCI-JTQLQIEISA-N
Cc1nnc(-c2ccc(-c3ccc(F)c4c3C(=O)N([C@H](C3CC3)C(C)(C)O)C4)cc2)o1,5.05,ChEMBL,train,DKSHULYLMFGNSX-OAQYLSRUSA-N
CC[C@H]1CCCN1c1cc(-c2ccccc2O)nnc1N,6.7,ChEMBL,train,AFMDWCUFHCSFCR-NSHDSACASA-N
Cc1ncc(-c2cc(C(N)=O)nc3cc(CN4C(=O)CCC4=O)ccc23)s1,5.22,ChEMBL,train,LXZQCEALYSFOSC-UHFFFAOYSA-N
Cc1nnc(-c2ccc(-c3cc(F)c(F)c4c3C(=O)N([C@H](C3CC3)C(C)(C)O)C4)cc2)o1,4.96,ChEMBL,train,BCDTWPYNLQYQJL-OAQYLSRUSA-N
CC(C)[C@H]1CCCN1c1cc(-c2ccccc2O)nnc1N,6.85,ChEMBL,train,FQZVWWGALUEODH-CQSZACIVSA-N
CCn1cc(-c2cc(C(N)=O)nc3cc(CN4C(=O)CCC4=O)ccc23)cn1,4.52,ChEMBL,train,NJHKIOFUCCHDCY-UHFFFAOYSA-N
Cc1ccc(C2=C(n3ncnn3)C(=O)N[C@@](c3ccc(OCCCC(F)(F)F)cc3)(C(F)(F)F)C2)cc1,6.07,ChEMBL,train,IERWEYNCQFSZRS-QFIPXVFZSA-N
Cc1nnc(-c2ccc(-c3cc(F)cc4c3C(=O)N([C@H](C3CC3)C(C)(C)O)C4)cc2)o1,4.6,ChEMBL,train,AJMLNNUPHKCZGE-OAQYLSRUSA-N
CC(C)C1CN(Cc2ccc3c(-c4cnn(C)c4)cc(C(N)=O)nc3c2)CCO1,4.54,ChEMBL,train,CEYSPTOVUHBTPP-UHFFFAOYSA-N
Cc1nnc(-c2ccc(-c3c(F)c(F)cc4c3C(=O)N([C@H](C3CC3)C(C)(C)O)C4)cc2)o1,5.21,ChEMBL,train,HLDSVIVRBPWSEZ-OAQYLSRUSA-N
CC(C)[C@H]1CCCN1c1cc(-c2ccco2)nnc1N,5.38,ChEMBL,train,WCYMGNPKOMMLLN-GFCCVEGCSA-N
Cn1cc(-c2cc(C(N)=O)nc3cc(CN4C(=O)CCC4=O)ccc23)cn1,4.7,ChEMBL,train,PRYMIKVZRZRLIV-UHFFFAOYSA-N
NC(=O)c1cc(-c2ccc(F)cc2)c2ccc(C(N3CCOCC3)C(F)(F)F)cc2n1,5.31,ChEMBL,train,CUWWHLOAEJYJHX-UHFFFAOYSA-N
Clc1ccc(-c2nc3ccccn3c2-c2cn(Cc3ccccc3)nn2)cc1,5.69,ChEMBL,train,YBNBIEVJASHXAQ-UHFFFAOYSA-N
CC(C)(C(=O)N1CCOCC1)c1ccc2c(-c3ccc(F)cc3)cc(C(N)=O)nc2c1,6.52,ChEMBL,train,YWXCRRUERVFVAY-UHFFFAOYSA-N
Cc1nnc(-c2ccc(-c3c(F)cc(F)c4c3C(=O)N([C@@H](C(C)(C)O)C(F)(F)F)C4)cc2)o1,4.85,ChEMBL,train,ZKIJYXSTJPLSCY-FQEVSTJZSA-N
Cc1nnc(CNc2cc(OC[C@H]3C[C@@H]3c3ccccn3)nc3cccnc23)s1,4.57,ChEMBL,train,VEIRVHDVALFYDP-CABCVRRESA-N
Cc1ccc(C2=C(n3ccnn3)C(=O)N[C@@](c3ccc(OCCCC(F)(F)F)cc3)(C(F)(F)F)C2)cc1,5.81,ChEMBL,train,PPMZNAUMLDUKGH-QHCPKHFHSA-N
Cn1cc(-c2cc(C(N)=O)nc3cc(CN4CCOC(C5CC5)C4)ccc23)cn1,5.77,ChEMBL,train,VBWOWLBZUMVGMN-UHFFFAOYSA-N
COC(=O)c1cc(Cn2cc(-c3c(-c4ccc(Cl)cc4)nc4ccccn34)nn2)ccc1Cl,5.0,ChEMBL,train,GUQKCGGERCNVIP-UHFFFAOYSA-N
Cc1nnc(-c2ccc(-c3c(F)ccc4c3C(=O)N([C@H](C3CC3)C(C)(C)O)C4)cc2)o1,5.28,ChEMBL,train,FYLTWYACRCCBDC-OAQYLSRUSA-N
C[C@H]1CCCCN1c1cc(-c2ccco2)nnc1N,4.66,ChEMBL,train,MUWVADGBLNVINA-JTQLQIEISA-N
CCOc1ccccc1C(=O)Nc1cccc2c1C(=O)N(CC1CC1)C2,5.37,ChEMBL,train,YEMYWLCJYMQDOO-UHFFFAOYSA-N
C[C@H]1CCCCN1c1cc(-c2ccccc2O)nnc1N,5.32,ChEMBL,train,KXXHZDPNIIOTSH-NSHDSACASA-N
CC(c1ccc2c(-c3cnn(C)c3)cc(C(N)=O)nc2c1)c1cnn(CC(F)(F)F)c1,4.72,ChEMBL,train,MBFYMVPUAOLJNA-UHFFFAOYSA-N
Cc1nnc(-c2ccc(-c3c(F)c(F)cc4c3C(=O)N([C@@H](C(C)(C)O)C(F)(F)F)C4)cc2)o1,4.92,ChEMBL,train,SSKQTFCHZGYFAG-FQEVSTJZSA-N
Cc1cnn(Cc2ccc3c(-c4ccc(F)cc4)cc(C(N)=O)nc3c2)c1,4.78,ChEMBL,train,NCSXOPNBZDQPAC-UHFFFAOYSA-N
CC1CCN(c2cc(C(N)=O)nc3cc(CN4C(=O)CCC4=O)ccc23)CC1,6.0,ChEMBL,train,OXXKQUZSOUKVSV-UHFFFAOYSA-N
Cc1nnc(-c2ccc(-c3cccc4c3C(=O)N([C@@H](C(C)(C)O)C(F)(F)F)C4)cc2)o1,4.62,ChEMBL,train,WVEMQMZNHLSZPR-FQEVSTJZSA-N
Clc1ccc(-c2nc3ccccn3c2-c2csc(Cc3ccc(Cl)c(Cl)c3)n2)cc1,4.66,ChEMBL,train,UDUOPLWXKIPDOP-UHFFFAOYSA-N
CCCC[C@]1(O)[C@@H]2[C@H](C[C@H](O)[C@]3(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@H]2[C@H]1CC,4.35,ChEMBL,train,UIYFLEDGPYFTAV-SVNHHERDSA-N
CC[C@H]1CCCN1c1cc(-c2ccco2)nnc1N,5.06,ChEMBL,train,YSOVTDFGNDCQKR-JTQLQIEISA-N
